epoch,char_1_accuracy,char_1_loss,char_2_accuracy,char_2_loss,char_3_accuracy,char_3_loss,char_4_accuracy,char_4_loss,char_5_accuracy,char_5_loss,char_6_accuracy,char_6_loss,loss,val_char_1_accuracy,val_char_1_loss,val_char_2_accuracy,val_char_2_loss,val_char_3_accuracy,val_char_3_loss,val_char_4_accuracy,val_char_4_loss,val_char_5_accuracy,val_char_5_loss,val_char_6_accuracy,val_char_6_loss,val_loss
0,0.4715890884399414,1.9966199398040771,0.4263535737991333,2.26663875579834,0.4714791178703308,2.120845317840576,0.5845229625701904,1.70281183719635,0.7138115763664246,1.2116122245788574,0.8573756217956543,0.6599267721176147,9.958454132080078,0.8709195852279663,0.42203304171562195,0.7147691249847412,1.1024881601333618,0.5993232727050781,1.6447030305862427,0.5972332954406738,1.713336706161499,0.7011345624923706,1.2539657354354858,0.8377786874771118,0.6261516213417053,6.76267671585083
1,0.9377899169921875,0.1927521526813507,0.8868961930274963,0.41442379355430603,0.807151734828949,0.6987058520317078,0.7760117053985596,0.773945689201355,0.8432701826095581,0.539818525314331,0.94129878282547,0.1927262395620346,2.812373399734497,0.875,0.43021562695503235,0.5462778806686401,2.8233284950256348,0.3404657542705536,5.379494667053223,0.22034235298633575,7.868171215057373,0.26323646306991577,6.096627235412598,0.5516520738601685,2.681967258453369,25.27981185913086
2,0.9623020887374878,0.10841847956180573,0.9422385096549988,0.19468867778778076,0.9052802920341492,0.3418016731739044,0.8531270027160645,0.4896194636821747,0.8905250430107117,0.3589525520801544,0.9689599275588989,0.10283847898244858,1.5963201522827148,0.9511345624923706,0.139553964138031,0.9228702187538147,0.2727031111717224,0.883957028388977,0.4279913306236267,0.8119028806686401,0.6635685563087463,0.8503184914588928,0.5290774703025818,0.9546178579330444,0.14984288811683655,2.182737350463867
3,0.9693098068237305,0.08240693062543869,0.9613223671913147,0.1269952803850174,0.9419785737991333,0.20612861216068268,0.9000219702720642,0.32998529076576233,0.9194657802581787,0.2594829499721527,0.9802963137626648,0.06392917037010193,1.0689282417297363,0.9174960255622864,0.2685406804084778,0.6173368096351624,3.5950334072113037,0.36106687784194946,9.330281257629395,0.2165605127811432,14.517925262451172,0.17376592755317688,13.310397148132324,0.34345144033432007,6.911830425262451,47.933998107910156
4,0.9757977724075317,0.063473641872406,0.9707293510437012,0.09047599136829376,0.9611424207687378,0.13806921243667603,0.9291526675224304,0.2319001853466034,0.9393594264984131,0.19078534841537476,0.9859344959259033,0.04588500037789345,0.7605894804000854,0.9544187784194946,0.12992730736732483,0.9381966590881348,0.22666442394256592,0.9115246534347534,0.3477174639701843,0.8506170511245728,0.5585718750953674,0.8620620965957642,0.5311641693115234,0.9638733863830566,0.13438287377357483,1.9284281730651855
5,0.9795865416526794,0.052442699670791626,0.9765675067901611,0.07086020708084106,0.9713891744613647,0.09808841347694397,0.9492462277412415,0.16459345817565918,0.9538148045539856,0.14644543826580048,0.9894334077835083,0.03423662111163139,0.5666664838790894,0.9432722926139832,0.18433895707130432,0.7391520738601685,1.2774628400802612,0.6042993664741516,2.773149251937866,0.5346337556838989,4.000149726867676,0.6098726391792297,3.257854461669922,0.8163813948631287,1.2071114778518677,12.700063705444336
6,0.9821857213973999,0.04482513293623924,0.9827055335044861,0.05156123638153076,0.9807161688804626,0.0666634738445282,0.9654310345649719,0.11413983255624771,0.9657109975814819,0.1059209555387497,0.9925723671913147,0.02366936206817627,0.40677976608276367,0.9422770738601685,0.19338932633399963,0.7173566818237305,1.6572881937026978,0.5235868096351624,4.238748073577881,0.3749004900455475,6.447634696960449,0.5155254602432251,4.568276405334473,0.7496019005775452,1.6800918579101562,18.785425186157227
7,0.9851247668266296,0.03789028152823448,0.986444354057312,0.039896782487630844,0.984924852848053,0.05135408043861389,0.9736884236335754,0.08683867007493973,0.9747281074523926,0.0763489305973053,0.9945617318153381,0.01713980734348297,0.30946826934814453,0.9595939517021179,0.13162577152252197,0.9429737329483032,0.21284276247024536,0.9176950454711914,0.3073570728302002,0.8518112897872925,0.6229748129844666,0.8647491931915283,0.56999272108078,0.9641719460487366,0.13082362711429596,1.9756168127059937
8,0.9883237481117249,0.03030446358025074,0.9892634153366089,0.0296871867030859,0.9902930855751038,0.033806346356868744,0.9814359545707703,0.06120084598660469,0.981365978717804,0.0572824589908123,0.9960212707519531,0.01314501278102398,0.22542624175548553,0.9609872698783875,0.1308521181344986,0.9452627301216125,0.22963587939739227,0.9148089289665222,0.335752010345459,0.8434514403343201,0.6695070862770081,0.8549960255622864,0.663162887096405,0.9518312215805054,0.19136665761470795,2.2202765941619873
9,0.9900231957435608,0.024545729160308838,0.9922025203704834,0.023071346804499626,0.992882251739502,0.024819618090987206,0.9873340725898743,0.04198336601257324,0.9871441125869751,0.03976915404200554,0.9971009492874146,0.009557484649121761,0.16374684870243073,0.962380588054657,0.13280194997787476,0.9449641704559326,0.22925154864788055,0.9301353693008423,0.283456951379776,0.8707205653190613,0.5569442510604858,0.8767914175987244,0.5808272361755371,0.9739251732826233,0.11656743288040161,1.8998489379882812
