loss,char_0_loss,char_1_loss,char_2_loss,char_3_loss,char_4_loss,char_5_loss,char_0_accuracy,char_1_accuracy,char_2_accuracy,char_3_accuracy,char_4_accuracy,char_5_accuracy,val_loss,val_char_0_loss,val_char_1_loss,val_char_2_loss,val_char_3_loss,val_char_4_loss,val_char_5_loss,val_char_0_accuracy,val_char_1_accuracy,val_char_2_accuracy,val_char_3_accuracy,val_char_4_accuracy,val_char_5_accuracy,lr,epoch
15.637271881103516,3.937005043029785,3.5255203247070312,2.9108242988586426,2.323421001434326,1.7515958547592163,1.1732559204101562,0.04675000160932541,0.1851312518119812,0.342849999666214,0.49566251039505005,0.6449875235557556,0.7940124869346619,13.784857749938965,3.7966785430908203,3.18794584274292,2.585554599761963,1.9889458417892456,1.4144649505615234,0.7922899127006531,0.08072499930858612,0.20864999294281006,0.3570750057697296,0.5175250172615051,0.6733250021934509,0.831250011920929,0.001,1
11.129781723022461,2.0580430030822754,2.803361177444458,2.3464670181274414,1.839235782623291,1.300027847290039,0.7562853097915649,0.3802500069141388,0.26884374022483826,0.3970375061035156,0.5357000231742859,0.6839625239372253,0.8320000171661377,9.831881523132324,1.457857370376587,2.7307348251342773,2.147453784942627,1.6828901767730713,1.1524710655212402,0.6256414651870728,0.5183500051498413,0.2972249984741211,0.4298250079154968,0.5627250075340271,0.7046250104904175,0.8448749780654907,0.001,2
8.799311637878418,1.1032789945602417,2.2415971755981445,2.0339577198028564,1.6062921285629272,1.1327584981918335,0.638146162033081,0.6500250101089478,0.3864562511444092,0.4562312364578247,0.5752812623977661,0.7068250179290771,0.8418187499046326,11.61390209197998,1.0918300151824951,2.3383383750915527,2.9646689891815186,2.437520742416382,1.7381658554077148,0.9918358325958252,0.6506749987602234,0.3794249892234802,0.3181999921798706,0.4330250024795532,0.5833749771118164,0.752174973487854,0.001,3
7.682121753692627,0.8417479395866394,1.8499324321746826,1.8538687229156494,1.4721227884292603,1.0367010831832886,0.5678661465644836,0.730843722820282,0.4790875017642975,0.4917687475681305,0.5987937450408936,0.7228875160217285,0.8515312671661377,7.292938232421875,0.7301393747329712,1.6488779783248901,1.8252220153808594,1.4505202770233154,1.0198172330856323,0.5501373410224915,0.761775016784668,0.5306000113487244,0.5124499797821045,0.612625002861023,0.7322499752044678,0.8513249754905701,0.001,4
6.972846984863281,0.6996227502822876,1.5944900512695312,1.7339879274368286,1.3833351135253906,0.9729573130607605,0.511802613735199,0.7751749753952026,0.5405750274658203,0.51419997215271,0.6147812604904175,0.7334374785423279,0.8607749938964844,10.800355911254883,1.809272289276123,2.441185235977173,2.5809261798858643,1.8415411710739136,1.298661231994629,0.7436469197273254,0.49935001134872437,0.3825500011444092,0.41987499594688416,0.573074996471405,0.7059249877929688,0.8442249894142151,0.001,5
6.508420467376709,0.6325334906578064,1.4054263830184937,1.6508392095565796,1.325250267982483,0.9306496977806091,0.4695267677307129,0.7953374981880188,0.5891437530517578,0.5296000242233276,0.6238750219345093,0.7419750094413757,0.8687124848365784,16.883214950561523,2.9783263206481934,2.8019027709960938,3.286088705062866,3.3609707355499268,2.7301385402679443,1.6227492094039917,0.33340001106262207,0.3578000068664551,0.4184499979019165,0.5404750108718872,0.6834250092506409,0.834850013256073,0.001,6
6.12800407409668,0.5736232399940491,1.253706693649292,1.5870604515075684,1.274734377861023,0.8966859579086304,0.43006157875061035,0.8140249848365784,0.6299687623977661,0.5422124862670898,0.6334375143051147,0.7477937340736389,0.8765687346458435,12.47459602355957,0.8668630123138428,2.8478353023529053,4.213508605957031,2.3594629764556885,1.401165246963501,0.6648034453392029,0.7406250238418579,0.4368250072002411,0.21402500569820404,0.4424000084400177,0.6472749710083008,0.823199987411499,0.001,7
5.885016441345215,0.5364813208580017,1.1579393148422241,1.5323032140731812,1.2425665855407715,0.8758838176727295,0.4097791016101837,0.824593722820282,0.6543750166893005,0.553475022315979,0.6373999714851379,0.7513250112533569,0.8816249966621399,10.414520263671875,2.140097141265869,2.157191514968872,2.3093807697296143,1.7531298398971558,1.221239447593689,0.6944697499275208,0.4830250144004822,0.4420750141143799,0.42399999499320984,0.5587499737739563,0.6986500024795532,0.8367999792098999,0.001,8
5.685518741607666,0.5048480033874512,1.0817656517028809,1.4874144792556763,1.2204985618591309,0.8576739430427551,0.3855217397212982,0.8339062333106995,0.6756500005722046,0.5620187520980835,0.6402875185012817,0.7545375227928162,0.8874624967575073,51.4773063659668,8.3134765625,5.486784934997559,10.83915901184082,11.367042541503906,9.339599609375,5.974804878234863,0.025325000286102295,0.16985000669956207,0.3342750072479248,0.4985499978065491,0.6661249995231628,0.8309999704360962,0.001,9
5.35152530670166,0.44680657982826233,0.9656358361244202,1.4241116046905518,1.1737887859344482,0.8263970017433167,0.35572177171707153,0.8516374826431274,0.7062374949455261,0.5751875042915344,0.6470062732696533,0.7589625120162964,0.8949750065803528,4.253812789916992,0.20463910698890686,0.5840684771537781,1.1870449781417847,1.020143747329712,0.7411400675773621,0.3551466763019562,0.9178749918937683,0.802299976348877,0.6018999814987183,0.6620000004768372,0.770675003528595,0.8883000016212463,0.0005,10
